transcript_id	miracidia	sporocyst_48h	cercariae	somule_3h	somule_24h	adult_m_21d	adult_f_21d	adult_m_28d	adult_f_28d	adult_m_38d	adult_f_38d
Smp_005330.1	0.06	0.19	0.60	0.76	0.70	0.00	0.00	0.00	0.00	0.00	0.01
Smp_005330.2	5.64	4.40	13.10	22.89	27.21	30.00	25.85	20.64	21.08	14.43	18.98
Smp_005330.3	0.89	0.78	1.89	1.31	1.95	2.12	2.55	1.66	1.96	0.72	2.49
Smp_005330.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00
Smp_005390.1	20.21	18.63	37.51	50.50	60.70	41.15	34.34	29.96	29.76	16.67	27.51
Smp_005470.1	1.28	0.24	0.00	0.44	1.21	1.80	0.76	8.16	6.96	2.60	14.12
Smp_005500.1	16.04	19.99	2.36	6.55	22.02	11.46	13.31	16.35	14.36	8.49	14.05
Smp_005520.1	9.71	13.62	29.14	33.79	33.00	33.54	27.34	19.91	19.59	10.69	26.59
Smp_005640.1	3.29	4.11	2.96	11.70	16.59	11.62	10.57	7.91	7.45	5.09	11.26
Smp_005670.1	146.66	78.13	251.12	318.13	333.54	235.84	275.57	247.49	291.69	106.04	309.56
Smp_005720.1	3.16	1.54	8.06	18.50	18.10	31.38	42.44	38.35	50.38	5.39	50.34
Smp_005780.1	4.90	5.95	25.45	28.58	49.61	63.28	61.00	49.97	54.65	42.58	62.35
Smp_005790.1	7.76	14.77	2.44	7.69	12.04	9.32	4.61	6.50	7.09	0.57	22.86
Smp_005790.2	0.35	0.09	10.12	28.56	33.65	42.91	44.24	30.61	33.27	3.62	3.02
Smp_005880.1	67.79	55.60	465.80	184.34	21.74	42.72	42.31	35.41	48.14	7.97	53.30
Smp_005900.1	22.62	16.32	21.93	60.51	134.53	101.36	115.25	108.01	129.59	41.32	144.17
Smp_005910.1	7.60	3.92	5.66	9.94	7.44	6.03	5.91	3.86	4.39	2.24	7.85
Smp_005960.1	14.83	6.22	6.55	6.71	2.05	1.67	1.71	2.54	2.64	1.08	3.54
Smp_006000.1	271.05	392.01	111.32	224.19	253.42	213.24	205.00	191.46	176.39	176.02	162.46
Smp_006060.1	156.30	126.94	221.82	301.21	449.07	329.23	305.57	329.55	372.22	190.34	466.43
Smp_006190.1	22.29	30.13	27.12	49.62	49.16	59.28	85.41	59.47	77.12	22.58	83.16
Smp_006190.2	3.80	3.84	16.16	5.85	12.03	3.65	3.27	2.67	2.97	0.24	1.55
Smp_006250.1	1.65	0.30	12.45	19.75	20.95	11.86	21.42	9.44	13.89	2.07	12.77
Smp_006250.2	40.47	44.93	40.21	60.17	49.37	39.10	31.05	30.82	29.84	13.73	26.19
Smp_006320.1	268.75	269.22	163.63	112.46	105.28	135.81	111.74	89.85	97.23	41.94	77.78
Smp_006340.1	45.06	101.57	27.25	36.79	47.94	79.45	106.71	84.73	103.83	51.56	107.45
Smp_006340.2	0.10	0.09	0.53	0.29	2.30	2.20	3.14	3.20	4.58	1.12	3.46
Smp_006350.1	65.56	79.41	121.66	126.29	116.32	49.43	51.33	42.82	46.42	13.83	42.29
Smp_006390.1	69.04	49.92	119.60	56.26	2.93	84.67	88.50	77.31	86.13	61.43	84.09
Smp_006440.1	168.50	171.35	95.59	133.24	167.18	115.04	84.94	71.00	67.53	36.24	68.19
Smp_006550.1	191.69	161.93	183.09	138.36	156.06	197.77	177.93	156.61	147.93	199.41	154.95
Smp_006560.1	125.58	158.48	5005.73	555.98	133.72	203.96	279.13	219.72	199.41	147.01	235.07
Smp_006590.1	0.00	0.00	0.00	0.05	0.00	0.16	0.08	0.00	0.04	0.03	0.04
Smp_006590.2	2.64	3.65	19.23	21.63	30.79	41.03	37.09	25.88	25.06	16.34	28.02
Smp_006590.3	0.03	0.05	0.15	0.45	0.21	1.05	1.15	0.56	0.85	0.31	0.75
Smp_006630.1	43.77	64.83	67.80	74.41	100.76	56.74	47.35	45.54	36.76	33.33	29.02
Smp_006630.2	1.08	1.63	2.42	3.90	2.95	0.91	0.89	0.95	0.75	0.30	0.48
Smp_006680.1	5.33	17.40	12.49	13.29	42.66	66.52	70.82	81.60	91.96	51.78	99.02
Smp_006680.2	1.08	2.44	4.94	6.50	25.38	14.50	17.12	15.69	15.51	10.75	18.85
Smp_006690.1	48.41	27.82	34.42	66.79	116.08	76.53	70.35	49.70	48.72	57.13	67.34
Smp_006690.2	1.61	0.50	32.43	10.20	13.24	18.18	14.56	17.81	17.58	1.72	13.22
Smp_006690.3	95.56	87.63	16.71	7.35	1.92	2.42	1.17	1.55	1.01	0.26	0.34
Smp_006700.1	12.95	14.72	21.64	43.91	49.36	31.72	28.31	25.94	26.75	6.84	20.25
Smp_006700.2	10.12	4.79	9.58	14.29	16.02	10.94	10.14	8.55	7.80	7.73	8.48
Smp_006710.1	47.37	32.18	12.23	12.17	19.14	39.82	32.56	32.16	33.72	19.75	33.08
Smp_006720.1	2.52	1.85	5.22	5.93	2.43	25.17	24.00	20.93	24.00	14.93	25.74
Smp_006730.1	0.22	0.13	122.83	290.86	350.37	127.26	104.58	81.87	90.28	32.71	109.39
Smp_006750.1	0.28	0.11	2.53	1.11	4.91	3.30	2.91	3.52	3.38	0.43	1.87
Smp_006750.2	1.02	0.93	18.00	14.52	47.57	64.49	87.45	84.52	109.18	29.95	120.63
Smp_006760.1	0.30	0.17	2.10	1.26	0.48	13.19	13.16	17.64	18.34	15.44	19.19
Smp_006760.2	0.18	0.17	0.28	0.15	0.15	0.18	0.19	0.20	0.14	0.06	0.17
Smp_006780.1	49.84	69.17	25.17	36.27	40.00	63.71	65.90	56.69	57.95	49.31	57.78
Smp_006810.1	14.88	8.36	11.40	43.77	41.91	60.39	63.80	42.85	50.05	11.91	58.00
Smp_006830.1	96.07	100.74	52.37	40.14	54.26	87.92	79.78	66.58	67.38	55.90	70.89
Smp_006840.1	5.13	4.67	26.69	24.83	16.54	13.85	15.52	14.89	16.61	8.60	17.52
Smp_006850.1	231.12	216.65	430.77	368.48	251.99	255.65	264.01	240.18	213.82	284.51	191.28
Smp_006860.1	1.08	0.26	6.85	8.57	7.30	2.94	4.42	3.72	5.34	0.67	7.28
Smp_006860.2	3.86	5.69	113.96	68.19	28.24	53.07	70.47	61.08	75.04	12.86	58.62
Smp_006860.3	3.40	0.59	3.52	8.78	18.53	18.14	27.94	44.32	71.09	6.62	120.85
Smp_006920.1	20.84	33.31	29.81	75.70	84.38	54.35	69.34	43.96	52.85	12.77	64.23
Smp_006930.1	5.34	11.07	16.91	10.53	1.51	1.03	1.32	0.79	1.01	0.41	1.80
Smp_006930.2	4.42	4.09	11.78	19.04	34.39	23.80	26.51	18.90	22.19	5.29	22.25
Smp_006980.1	59.62	75.78	55.33	0.00	0.00	82.33	103.50	68.74	84.47	55.27	82.93
Smp_007000.1	1.19	2.25	1.81	0.74	3.50	5.91	3.82	3.45	2.31	4.18	1.55
Smp_007070.1	0.69	0.15	2.30	9.79	11.28	12.15	15.92	11.20	13.14	2.82	12.71
Smp_007170.1	16.37	12.87	40.29	44.90	39.91	26.59	27.89	23.29	24.79	11.91	25.17
Smp_007180.1	1.91	1.51	11.45	10.66	7.27	3.43	2.19	1.83	1.80	0.39	1.60
Smp_007180.2	102.76	91.32	61.94	109.26	100.10	80.95	63.68	58.49	55.09	20.86	54.57
Smp_007190.1	17.50	11.49	20.01	34.87	45.75	54.34	62.35	43.81	47.85	26.08	52.65
Smp_007210.1	0.19	15.47	3.37	0.86	1.90	5.78	3.65	2.41	3.03	0.23	2.53
Smp_007210.2	11.44	10.54	26.82	25.74	74.87	40.12	30.72	24.17	25.86	3.47	18.05
Smp_007210.3	0.05	0.04	0.49	0.22	0.70	0.11	0.23	0.10	0.05	0.02	0.05
Smp_007210.4	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.12	0.12	0.24	0.00
Smp_007260.1	300.57	628.05	226.97	416.30	717.66	481.98	407.98	389.22	398.31	181.54	366.33
Smp_007270.1	2.39	1.55	42.02	26.15	4.08	9.97	13.40	16.44	22.27	3.87	28.80
Smp_007290.1	0.00	0.00	2.90	3.25	5.38	3.19	3.08	2.47	3.04	0.09	1.87
Smp_007290.2	0.36	0.22	0.54	6.46	13.13	14.69	15.16	10.15	13.91	3.58	13.97
Smp_007290.3	0.18	0.15	3.74	2.72	1.41	0.85	0.52	0.73	0.97	0.08	0.32
Smp_007290.4	1.52	2.40	18.13	0.00	0.00	3.58	2.13	1.02	0.97	0.26	0.69
Smp_007290.5	0.61	0.49	17.59	7.86	5.06	0.00	0.00	1.70	1.67	0.00	0.00
Smp_007300.1	2326.12	2602.72	1898.49	2171.04	1140.22	2352.03	2017.53	2037.37	2086.38	2026.35	2021.33
Smp_007330.1	0.37	1.71	0.27	1.54	2.25	7.97	6.48	6.28	5.71	2.98	5.52
Smp_007330.2	0.37	1.71	0.27	1.54	2.25	7.97	6.48	6.28	5.71	2.98	5.52
Smp_007380.1	87.20	71.92	23.68	19.98	26.18	8.75	23.44	18.57	19.25	18.47	29.17
Smp_007450.1	23.56	15.16	22.84	18.72	72.74	54.78	79.52	68.17	85.07	26.98	106.80
Smp_007450.2	80.96	39.34	13.84	22.05	81.11	61.25	83.23	89.34	103.62	39.83	131.28
Smp_007500.1	19.35	14.73	15.23	19.17	21.39	22.34	25.19	21.12	24.23	13.32	29.97
Smp_007510.1	11.95	5.55	15.77	48.81	55.87	12.49	12.45	9.37	11.68	18.65	10.37
Smp_007510.2	9.15	4.59	11.53	20.90	16.63	11.81	11.93	11.04	10.70	1.11	5.35
Smp_007510.3	188.76	131.55	122.04	140.93	89.86	68.48	57.42	55.59	48.71	22.04	48.66
Smp_007540.1	1.99	1.15	2.27	5.46	3.28	1.16	0.86	1.35	0.45	0.57	0.57
Smp_007540.2	133.28	204.85	95.35	220.77	151.91	95.12	71.90	72.58	56.41	78.37	65.95
Smp_007550.1	29.55	36.84	4.82	8.03	152.87	165.21	155.57	127.24	125.92	67.61	118.43
Smp_007570.1	2.70	0.30	1.17	6.62	7.28	3.23	1.31	2.96	1.24	3.16	0.57
Smp_007630.1	14.59	66.93	17.91	32.00	12.19	16.23	26.27	18.46	20.86	8.29	16.96
Smp_007630.2	89.90	79.88	40.75	71.69	116.24	96.12	134.11	88.90	114.05	43.98	116.98
Smp_007650.1	43.77	21.61	85.35	80.04	63.28	126.83	149.11	142.71	181.85	25.42	144.65
Smp_007660.1	2.61	4.20	9.24	20.57	11.56	6.31	9.16	5.69	6.99	1.26	5.98
Smp_007660.2	16.62	24.19	6.68	10.83	22.49	18.24	21.77	13.91	15.88	9.73	18.04
Smp_007670.1	2.44	1.63	2.29	12.19	3.56	1.68	2.80	8.80	4.29	10.29	2.61
Smp_007690.1	0.24	0.10	0.31	0.61	0.90	5.53	5.66	2.77	2.57	0.54	2.71
Smp_007710.1	3.35	2.23	13.56	38.22	74.74	16.06	17.00	15.16	18.45	1.57	10.91
Smp_007710.2	1.48	1.60	10.10	0.54	1.65	0.07	0.07	0.13	0.09	0.00	0.04
Smp_007710.3	0.15	0.18	1.18	2.40	2.79	6.83	10.65	6.39	7.51	5.49	12.29
Smp_007730.1	53.22	54.71	121.47	157.55	290.34	252.72	366.11	277.57	366.93	127.10	398.38
Smp_007760.1	98.40	630.09	2.69	3.19	6.44	59.69	25.09	81.34	51.00	43.43	83.09
Smp_007890.1	2.20	2.37	5.29	4.10	3.90	6.22	5.89	4.33	4.93	3.36	5.93
Smp_007900.1	6848.73	6192.82	2187.81	2130.02	2153.83	2093.00	1843.66	1780.71	1553.90	2765.84	1315.80
Smp_007960.1	5.89	5.95	8.43	23.02	27.06	22.44	20.37	19.73	16.50	17.05	16.25
Smp_007960.2	5.89	5.95	8.43	23.02	27.06	22.44	20.37	19.73	16.50	17.05	16.25
Smp_007960.3	0.00	0.09	1.30	0.42	0.15	2.83	1.81	2.77	3.21	0.63	0.66
Smp_007970.1	44.46	68.32	66.87	31.54	75.96	94.97	89.99	81.18	72.62	77.97	73.26
Smp_008070.1	1076.68	1303.63	5688.65	4250.54	2910.51	3324.85	3617.70	3178.77	3516.83	3540.43	3634.92
Smp_008120.1	60.51	36.82	44.99	69.13	112.75	109.18	101.01	77.70	81.70	46.66	99.84
Smp_008140.1	1.87	2.17	7.85	8.24	5.60	6.11	5.62	4.98	5.02	2.86	3.94
Smp_008220.1	11.41	4.16	9.64	11.45	17.77	41.54	29.65	22.43	19.14	18.98	15.90
Smp_008220.2	0.68	0.82	1.08	1.37	0.82	1.47	0.57	0.82	0.67	0.29	0.29
Smp_008220.3	0.13	0.03	0.00	0.00	0.00	0.11	0.63	0.30	0.28	0.17	0.27
Smp_008230.1	11.51	9.32	34.36	84.17	82.42	45.01	47.13	49.52	59.32	23.37	69.87
Smp_008260.1	40.01	28.74	85.96	125.51	168.81	86.96	84.92	80.65	81.75	27.09	83.49
Smp_008290.1	2.23	1.86	9.39	26.44	22.71	14.37	11.68	9.47	7.24	5.31	13.78
Smp_008290.2	0.00	0.71	5.15	10.39	26.21	3.90	4.46	8.22	10.33	0.00	0.00
Smp_008290.3	0.00	0.00	0.49	0.35	0.60	0.00	0.00	0.00	0.00	0.00	0.00
Smp_008310.1	44.98	59.85	57.70	82.49	54.80	154.90	151.92	134.36	143.52	102.66	137.43
Smp_008320.1	92.51	116.45	88.28	172.85	174.48	126.76	110.38	119.08	120.96	56.29	119.44
Smp_008360.1	315.30	428.14	39.74	147.76	148.17	56.09	49.89	46.86	40.41	39.88	48.37
Smp_008400.1	35.96	134.17	0.39	1.78	0.45	0.55	0.40	0.14	0.00	0.27	0.28
Smp_008430.1	376.66	317.28	223.45	201.97	205.22	448.83	422.30	372.97	397.53	290.37	397.44
Smp_008440.1	9.75	12.65	4.34	10.05	8.91	20.68	21.56	18.53	21.22	16.49	15.58
Smp_008450.1	7.58	0.46	1.46	1.84	1.23	1.47	1.12	1.12	0.74	0.65	1.27
Smp_008470.1	76.00	49.34	151.45	163.40	127.50	107.71	108.13	102.42	117.33	47.65	130.98
Smp_008490.1	40.03	22.04	99.30	12.72	32.10	149.43	207.97	188.19	277.43	19.66	295.83
Smp_008500.1	216.44	197.34	183.36	193.36	251.86	102.26	97.78	83.09	82.51	52.97	87.38
Smp_008545.1	3424.62	5509.98	1000.01	1383.48	1788.65	1493.60	1428.26	1263.48	1185.26	1035.61	1038.49
Smp_008580.1	8.05	14.60	13.76	51.85	90.91	95.88	100.50	96.14	98.53	76.68	103.14
Smp_008610.1	4.30	1.51	5.11	16.71	14.72	75.63	31.88	105.04	91.67	121.13	90.26
Smp_008620.1	0.94	0.39	3.86	7.00	17.60	13.96	15.68	13.48	16.75	2.67	17.01
Smp_008660.1	2.69	0.95	120.63	81.32	365.68	88.18	87.73	93.15	121.46	73.97	165.92
Smp_008660.2	70.61	82.62	151.33	235.58	299.20	683.30	736.32	623.89	761.39	130.16	822.07
Smp_008660.3	1.43	1.29	24.12	160.88	189.11	9.36	12.83	13.03	17.33	2.21	20.31
Smp_008710.1	0.12	0.04	0.26	0.78	2.12	3.14	3.34	2.21	2.87	0.19	2.00
Smp_008770.1	21.88	20.82	36.00	17.60	10.71	70.72	67.62	58.28	56.91	49.29	55.20
Smp_008830.1	0.00	2.17	21.63	0.00	0.00	69.94	46.94	15.57	28.61	25.05	28.48
Smp_008830.2	85.98	142.56	45.86	116.80	108.33	45.07	49.02	55.21	39.23	7.72	30.88
Smp_008830.3	0.04	0.20	0.53	1.26	0.20	0.00	0.00	0.00	0.00	0.06	0.00
Smp_008850.1	0.50	0.71	1.59	5.43	20.12	15.31	16.43	16.31	19.93	2.01	9.86
Smp_008900.1	24.99	13.17	20.02	26.92	39.96	12.42	3.45	9.86	9.80	2.65	9.27
Smp_008900.2	24.99	13.17	20.02	26.92	39.96	12.42	3.45	9.86	9.80	2.65	9.27
Smp_008900.3	176.72	107.44	228.36	236.61	219.68	168.61	163.71	138.92	137.16	61.36	121.61
Smp_009020.1	0.07	0.02	1.86	0.35	0.61	2.61	2.56	1.32	1.48	0.15	0.72
Smp_009030.1	90.75	189.89	56.46	79.34	157.55	173.53	118.04	96.88	69.51	77.01	53.34
Smp_009070.1	36.57	44.98	112.05	125.02	81.60	80.49	87.46	93.30	109.30	25.89	133.60
Smp_009150.1	7.93	3.50	3.02	5.24	4.35	3.27	3.56	2.26	2.57	2.23	3.38
Smp_009150.2	0.44	0.40	1.86	1.86	2.36	2.68	1.91	2.03	2.08	0.67	1.21
Smp_009150.3	0.44	0.40	1.86	1.86	2.36	2.68	1.91	2.03	2.08	0.67	1.21
Smp_009230.1	8412.55	5610.57	1.73	11.05	0.00	174.27	984.02	1263.61	2222.69	27.99	1274.38
Smp_009250.1	35.65	55.05	45.41	92.76	133.28	88.44	90.14	92.90	100.29	36.12	97.04
Smp_009310.1	7437.72	12242.63	3891.43	2168.02	1706.72	2683.32	2382.85	2226.97	2304.03	1759.45	2543.04
Smp_009320.1	182.85	129.09	139.04	138.33	224.86	308.02	359.40	342.39	409.73	171.35	437.49
Smp_009340.1	84.72	104.55	49.50	69.65	116.76	96.52	96.29	68.32	63.77	59.16	79.43
Smp_009390.1	13.54	13.61	10.03	4.22	0.94	12.25	12.45	10.77	11.60	9.72	11.84
Smp_009400.1	219.27	190.93	123.97	150.92	119.50	94.61	73.96	70.62	68.41	31.99	60.29
Smp_009420.1	6.02	6.74	5.07	6.59	6.59	5.08	5.57	4.68	4.76	3.93	4.94
Smp_009430.1	21.01	27.16	9.59	27.81	28.70	36.08	37.04	36.81	32.52	34.07	28.90
Smp_009520.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_009520.2	7.31	8.92	17.20	14.05	16.30	29.94	23.68	20.65	22.26	12.63	16.98
Smp_009520.3	1.49	0.75	5.76	6.37	11.79	7.61	6.26	4.46	4.08	2.33	4.53
Smp_009540.1	0.38	0.24	53.48	29.59	35.26	2.66	2.21	2.10	2.59	0.14	1.81
Smp_009540.2	9.74	9.20	66.57	105.33	92.93	45.99	51.55	43.54	49.91	5.83	42.96
Smp_009540.3	3.34	2.99	10.36	6.94	10.04	5.42	4.08	5.89	5.67	6.32	12.36
Smp_009550.1	4.76	4.09	15.79	33.32	41.82	30.49	28.28	25.51	27.61	9.87	29.81
Smp_009550.2	0.12	0.03	1.59	13.03	6.77	1.48	1.50	2.37	2.58	0.34	1.18
Smp_009560.1	0.17	0.19	2.20	8.30	27.32	12.16	9.60	9.74	11.19	8.68	18.42
Smp_009560.2	3.77	3.30	21.59	27.22	43.25	15.29	13.74	14.25	15.01	3.01	11.73
Smp_009560.3	0.26	2.90	8.66	0.48	0.41	0.41	0.10	0.09	0.18	0.04	0.22
Smp_009600.1	72.29	257.43	8.63	6.76	13.51	76.69	46.99	45.76	26.76	40.57	13.20
Smp_009630.1	0.29	0.03	0.24	1.69	2.19	0.44	0.30	0.25	0.27	0.04	0.27
Smp_009650.1	939.17	820.13	2790.27	512.54	226.94	602.38	605.09	558.41	584.63	322.41	487.21
Smp_009690.1	5782.80	6875.86	607.54	1198.56	3041.81	2001.02	2474.68	1861.35	1982.01	1806.05	1875.98
Smp_009760.1	280.91	411.40	150.11	176.70	232.78	342.63	361.37	265.55	296.61	170.40	285.66
Smp_009800.1	0.01	0.02	0.00	1.66	1.25	0.94	1.38	0.44	0.37	0.32	2.01
Smp_009800.2	0.11	0.04	2.06	0.29	1.23	4.60	3.23	4.03	4.31	1.73	2.94
Smp_009810.1	1.91	0.53	0.21	0.17	0.05	0.46	0.02	0.10	0.03	0.23	0.16
Smp_009810.2	19.66	2.78	0.06	0.03	0.03	0.55	0.17	0.11	0.14	0.08	0.07
Smp_009810.3	1.00	0.19	0.45	2.00	1.22	2.22	0.91	1.42	1.31	3.21	1.57
Smp_009830.1	688.04	461.19	79.32	197.39	469.40	333.31	318.28	371.13	297.58	486.98	270.58
Smp_009990.1	0.00	1.86	5.37	5.23	4.16	4.16	1.90	3.03	1.98	0.85	1.49
Smp_009990.2	9.17	6.53	34.57	45.92	65.65	27.64	28.01	18.53	22.81	6.81	24.45
Smp_009990.3	0.63	0.00	2.37	2.49	2.58	1.43	2.40	0.95	1.39	0.31	1.12
Smp_010090.1	197.60	220.04	111.32	207.41	314.09	249.80	238.85	231.09	244.46	181.27	256.67
Smp_010100.1	31.59	54.22	22.03	13.95	20.20	18.02	16.06	14.51	16.10	6.84	15.06
Smp_010110.1	14.45	13.46	16.41	10.79	16.16	14.87	13.24	11.05	10.94	7.78	11.40
Smp_010140.1	25.37	70.50	17.75	27.36	32.13	32.73	30.76	30.83	30.22	19.09	28.08
Smp_010140.2	25.37	70.50	17.75	27.36	32.13	32.73	30.76	30.83	30.22	19.09	28.08
Smp_010160.1	109.01	58.77	142.51	172.47	320.96	516.70	472.14	386.06	391.09	320.22	388.33
Smp_010230.1	11.61	11.11	35.54	71.26	86.42	78.15	88.99	63.31	78.84	12.15	72.92
Smp_010250.1	37.37	31.95	93.02	170.36	121.38	90.05	91.22	73.94	79.11	24.48	81.40
Smp_010260.1	16.70	17.22	29.85	30.49	82.93	91.23	86.09	68.67	71.31	54.49	68.43
Smp_010280.1	4.29	16.00	27.07	103.71	125.24	90.52	78.29	61.68	54.77	34.61	59.42
Smp_010290.1	529.07	454.43	244.02	378.44	449.90	337.52	301.62	289.65	286.91	113.02	293.75
Smp_010370.1	18.92	11.65	73.57	30.29	15.13	122.55	130.22	137.91	138.25	110.42	118.58
Smp_010380.1	1.08	2.04	2.59	2.54	3.84	5.11	5.41	4.46	5.01	3.37	3.39
Smp_010400.1	17.40	44.52	11.01	42.21	40.27	55.68	58.14	46.44	47.87	38.53	51.71
Smp_010450.1	6.04	0.36	1.05	0.00	0.00	12.21	11.36	12.72	14.22	5.01	16.33
Smp_010450.2	0.00	0.00	0.00	0.00	0.86	0.00	0.00	0.16	0.00	0.00	0.00
Smp_010550.1	0.00	0.00	2.14	5.82	14.88	0.79	1.76	0.28	1.76	0.00	1.64
Smp_010550.2	0.00	0.00	68.05	282.00	491.65	3.39	6.54	2.85	4.67	0.00	5.54
Smp_010550.3	0.00	0.00	1112.85	4293.10	11196.19	2652.28	3323.53	1988.03	2908.59	218.69	2532.47
Smp_010550.4	0.00	0.00	0.00	17.04	54.88	0.00	0.00	0.00	0.00	0.00	0.00
Smp_010620.1	0.06	0.00	0.00	1.19	1.66	0.07	0.00	0.00	0.00	0.00	0.00
Smp_010620.2	0.00	0.00	0.86	1.24	0.00	0.79	1.08	0.40	0.65	0.54	0.61
Smp_010620.3	0.03	0.00	0.00	0.43	0.24	0.00	0.00	0.00	0.00	0.00	0.00
Smp_010620.4	0.94	0.90	0.00	0.44	0.29	0.13	0.00	0.29	0.19	0.16	0.26
Smp_010620.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_010690.1	16.63	21.34	37.31	138.09	119.05	92.04	111.98	114.46	133.68	41.07	132.52
Smp_010710.1	87.99	99.16	169.64	117.82	114.15	276.38	284.63	259.90	293.47	117.43	265.81
Smp_010720.1	0.50	0.66	0.05	0.30	9.73	4.73	4.88	2.20	1.41	1.67	2.19
Smp_010800.1	6.78	6.67	4.44	8.15	13.99	6.65	7.20	6.12	4.17	4.67	5.63
Smp_010800.2	0.29	0.21	1.26	2.76	4.93	5.39	3.87	2.74	3.09	0.97	2.67
Smp_010800.3	0.00	0.00	1.74	4.18	7.15	10.68	9.44	5.66	6.73	5.42	5.32
Smp_010800.4	1.00	0.84	5.55	6.95	28.75	5.36	6.72	3.51	5.56	3.65	3.23
Smp_010800.5	1.14	1.12	1.93	1.98	6.03	2.64	1.78	1.47	1.48	0.32	1.08
Smp_010820.1	16.15	11.67	147.94	160.80	206.72	153.25	195.88	166.02	211.81	37.98	222.20
Smp_010930.1	61.90	92.27	101.10	193.40	176.51	170.37	167.90	142.74	140.64	63.60	132.68
Smp_010940.1	260.94	509.16	497.26	707.93	824.56	577.04	487.49	359.73	377.40	208.27	367.77
Smp_010940.2	59.43	94.22	65.89	105.02	122.61	80.75	70.88	52.92	53.47	31.30	52.57
Smp_010940.3	0.00	0.00	18.96	11.15	1.48	4.61	2.83	2.47	2.08	1.35	2.69
Smp_011000.1	2.10	2.77	6.52	11.36	19.29	5.57	3.15	5.33	4.62	2.60	5.33
Smp_011010.1	7.58	7.67	12.82	12.57	37.66	59.06	54.86	44.51	41.92	29.93	44.50
Smp_011030.1	82.99	7.08	17.05	7.68	2.33	12.30	10.23	9.70	8.46	7.70	7.76
Smp_011120.1	91.39	124.77	47.15	61.37	112.29	102.64	98.27	77.45	78.25	53.98	76.68
Smp_011150.1	17.46	4.53	7.78	14.49	11.95	5.18	4.02	4.40	4.08	2.06	3.04
Smp_011220.1	5.09	3.42	21.86	227.43	89.45	14.26	14.98	16.74	18.61	7.85	25.57
Smp_011220.2	0.16	0.12	0.24	1.14	0.30	0.20	0.13	0.35	0.33	0.07	0.11
Smp_011230.1	0.00	0.00	0.19	3.83	7.02	2.08	3.27	2.30	2.28	1.18	1.74
Smp_011230.2	13.53	18.07	27.38	19.95	73.97	74.68	69.19	59.73	58.42	43.19	63.96
Smp_011230.3	0.31	0.50	1.06	2.25	5.50	3.49	2.54	2.09	2.39	1.00	2.03
Smp_011270.1	23.24	68.79	21.81	55.70	148.36	793.78	410.97	1015.83	807.26	975.61	821.41
Smp_011270.2	437.08	541.50	268.59	446.77	1208.39	123.01	111.12	195.25	154.70	478.27	226.79
Smp_011560.1	2.02	5.73	30.19	64.16	133.15	412.15	531.54	633.92	857.71	93.65	988.05
Smp_011570.1	7816.48	8586.09	2646.71	2720.88	2046.56	2058.41	2574.82	1838.67	2029.92	1722.93	1823.49
Smp_011640.1	0.87	0.96	4.03	30.21	36.39	20.08	27.86	19.78	26.72	7.70	29.22
Smp_011640.2	4.80	6.21	22.05	37.20	48.18	33.92	40.39	30.00	37.26	3.40	31.90
Smp_011640.3	1.51	1.54	4.85	1.14	1.66	2.22	2.49	1.41	2.24	0.16	1.65
Smp_011640.4	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04
Smp_011660.1	34.94	57.14	79.28	205.65	203.47	77.19	93.52	78.01	89.46	17.68	80.75
Smp_011660.2	35.91	48.53	48.44	115.15	161.33	46.81	60.88	38.87	54.87	8.52	50.21
Smp_011660.3	1.48	2.34	2.17	5.25	3.42	1.24	1.51	1.27	1.73	0.10	1.15
Smp_011680.1	0.01	0.15	0.31	0.60	0.44	0.38	0.48	0.45	0.49	0.07	0.50
Smp_011680.2	0.28	20.24	3.37	31.43	185.09	166.25	137.04	230.10	213.07	98.11	313.68
Smp_011700.1	23.71	47.88	42.86	123.32	362.48	49.72	53.54	39.28	49.10	4.91	44.78
Smp_011710.1	17.33	14.60	30.02	33.14	31.90	31.30	43.35	27.19	35.85	11.87	39.59
Smp_011710.2	0.10	0.00	0.52	0.43	1.27	0.54	0.61	0.53	0.61	0.02	0.40
Smp_011720.1	12.50	11.55	10.48	9.13	3.58	10.90	15.80	9.67	12.64	7.11	14.10
Smp_011830.1	6.55	14.00	61.24	95.55	664.65	947.27	1084.12	857.98	1030.59	266.11	1044.50
Smp_011830.2	24.10	40.33	20.73	9.31	5.61	51.14	68.49	63.95	77.17	92.40	98.82
Smp_011860.1	1.08	1.12	16.79	22.16	39.16	27.36	28.43	30.59	45.59	8.45	27.57
Smp_011860.2	73.73	45.99	95.21	157.86	134.17	76.50	115.70	68.21	83.59	31.52	126.50
Smp_011860.3	12.20	7.57	11.17	8.95	17.20	24.03	21.27	25.50	38.80	0.49	12.02
Smp_011870.1	5.53	3.26	1.05	10.10	1.04	1.53	1.19	33.75	7.64	94.00	0.41
