transcript_id	miracidia	sporocyst_48h	cercariae	somule_3h	somule_24h	adult_m_21d	adult_f_21d	adult_m_28d	adult_f_28d	adult_m_38d	adult_f_38d
Smp_247390.2	0.44	1.50	0.00	2.39	11.59	1.19	0.41	1.45	1.01	0.00	0.00
Smp_247400.1	0.90	1.50	0.66	0.74	1.20	3.05	1.79	1.89	1.41	1.22	0.75
Smp_247410.1	1.92	2.01	17.70	121.33	69.99	26.60	18.76	24.81	25.73	6.32	27.62
Smp_247410.2	1.92	2.01	17.70	121.33	69.99	26.60	18.76	24.81	25.73	6.32	27.62
Smp_247420.1	6.95	7.06	7.17	8.20	13.03	11.25	9.20	8.56	8.27	10.30	7.16
Smp_247420.2	1.82	1.67	2.30	17.20	25.12	12.11	14.39	12.43	10.95	2.65	10.77
Smp_247420.3	5.39	4.35	1.49	1.15	1.37	1.25	0.83	1.24	1.05	0.59	0.55
Smp_247420.4	1.23	0.90	1.83	5.44	16.31	11.59	12.24	16.91	20.75	15.78	32.50
Smp_247430.1	0.18	0.08	0.98	2.45	5.63	4.07	4.14	2.08	2.29	0.38	2.22
Smp_247440.1	6.91	6.55	3.61	4.39	9.32	18.16	12.18	11.58	7.94	11.72	5.74
Smp_247450.1	2.45	2.71	7.93	11.56	35.64	23.44	21.12	19.76	19.25	12.25	19.30
Smp_247450.2	0.69	0.39	0.58	1.71	2.87	3.14	3.46	3.04	3.26	2.15	3.06
Smp_247460.1	15.19	21.73	2.30	7.45	11.45	17.53	20.42	20.77	24.53	13.51	28.29
Smp_247470.1	5.01	3.69	8.29	15.00	15.82	18.32	13.97	9.96	7.34	6.44	5.60
Smp_247470.2	0.00	0.00	0.00	2.42	8.89	0.00	0.00	0.00	0.00	0.86	0.58
Smp_247470.3	0.00	0.06	0.14	0.00	0.47	0.35	0.00	0.15	0.11	0.26	0.00
Smp_247480.1	0.19	0.04	0.61	2.31	2.17	5.94	4.48	4.77	4.27	1.42	4.48
Smp_247520.1	15.49	16.14	56.23	79.29	75.66	51.12	55.44	54.86	61.91	15.57	61.09
Smp_247530.1	0.10	0.08	0.55	0.00	0.56	4.13	6.25	5.06	7.18	0.62	7.76
Smp_247530.2	0.11	0.00	1.22	0.59	0.13	0.31	0.00	0.15	0.33	0.01	0.04
Smp_247530.3	0.00	0.03	0.16	0.00	0.00	0.00	0.17	0.24	0.00	0.00	0.00
Smp_247530.4	0.09	0.07	0.66	1.17	0.04	0.51	0.29	0.88	0.94	0.17	0.33
Smp_247540.1	6.71	5.80	10.53	26.04	34.78	20.26	18.67	15.71	17.42	4.89	18.60
Smp_247560.1	70.11	37.42	44.59	59.61	56.00	36.73	36.11	29.28	29.85	26.41	33.85
Smp_247570.1	162.79	164.15	87.88	135.39	100.49	83.62	80.94	75.73	77.73	50.17	74.21
Smp_247580.1	3.18	0.00	3.64	4.92	7.28	30.99	22.95	19.54	19.02	20.22	23.93
Smp_247580.2	4.62	4.38	35.37	58.73	111.26	115.31	126.37	88.53	114.98	80.18	120.07
Smp_247590.1	1.39	1.59	6.02	17.72	29.63	41.75	49.46	21.38	29.56	2.39	28.55
Smp_247600.1	52.18	80.35	0.86	1.26	3.91	15.55	10.39	12.38	6.09	15.44	4.13
Smp_247600.2	1.77	4.14	1.73	0.00	0.93	2.28	1.76	3.32	1.55	1.58	0.00
Smp_247620.1	1.70	0.36	5.22	5.31	7.56	13.27	10.68	10.25	9.97	1.51	7.72
Smp_247630.1	18.83	18.54	20.55	27.40	35.48	54.17	40.74	36.36	33.81	18.21	21.66
Smp_247630.2	1.91	1.94	8.74	10.66	20.60	19.62	18.37	13.28	14.12	5.57	15.12
Smp_247640.1	27.64	42.07	108.69	112.94	159.52	131.26	104.80	106.67	100.71	62.16	73.93
Smp_247640.2	1.09	0.71	18.94	20.72	32.16	19.94	16.12	12.22	11.27	3.44	12.59
Smp_247650.1	399.01	513.49	156.20	227.93	416.65	284.33	269.99	244.47	246.42	138.80	218.11
Smp_247660.1	0.00	7.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_247670.1	6.14	5.86	11.65	31.44	104.53	62.40	60.31	41.38	45.13	13.29	45.06
Smp_247680.1	2.12	1.76	5.56	16.13	45.59	29.04	31.61	21.39	23.13	16.00	28.19
Smp_247700.1	3.81	3.80	21.17	9.20	28.68	46.92	46.34	21.83	20.78	25.07	26.05
Smp_247710.1	1.75	2.52	10.81	25.30	31.05	9.34	8.78	8.87	7.84	3.65	6.42
Smp_247720.1	5.68	8.69	15.93	18.38	28.60	25.84	22.27	19.17	18.74	9.17	16.37
Smp_247720.2	0.46	0.34	1.35	3.03	5.05	3.09	2.70	1.98	2.34	0.32	1.64
Smp_247740.1	8.86	16.97	37.32	77.18	120.80	60.90	65.14	45.79	53.21	10.98	47.28
Smp_247750.1	41.22	15.71	1.51	4.12	0.82	0.51	0.71	0.47	0.44	0.11	0.51
Smp_247760.1	6.97	2.40	0.46	1.17	0.93	0.07	0.07	0.06	0.08	0.00	0.02
Smp_247770.1	12.80	16.41	3.07	6.26	12.78	32.26	24.24	21.78	16.70	13.82	9.32
Smp_247770.2	1.62	1.15	0.61	0.00	1.98	4.32	4.37	1.94	2.57	1.11	2.73
Smp_247780.1	0.54	0.63	0.68	2.49	7.83	17.46	20.73	17.45	21.51	2.62	21.45
Smp_247790.1	0.17	0.89	3.07	15.82	45.32	85.97	94.78	91.66	108.11	37.24	127.16
Smp_247790.2	0.04	0.05	0.64	1.85	0.41	1.23	0.75	0.89	1.09	0.27	0.75
Smp_247800.1	0.32	0.20	0.26	2.93	2.79	1.36	1.33	0.32	0.25	0.13	0.15
Smp_247810.1	0.22	0.05	5.72	3.72	11.65	12.29	10.68	8.79	6.88	2.06	4.16
Smp_247810.2	0.01	0.01	0.22	0.43	0.04	0.01	0.01	0.01	0.00	0.00	0.00
Smp_247820.1	24.89	21.44	46.04	34.68	16.90	56.36	52.69	41.27	43.41	32.98	44.70
Smp_247820.2	0.74	0.60	0.35	0.28	1.48	1.96	2.53	1.05	1.96	0.44	1.86
Smp_247830.1	7.49	6.06	11.79	22.66	21.29	5.63	4.81	5.76	5.10	2.30	3.71
Smp_247850.1	0.32	0.50	3.08	7.50	1.76	12.10	41.54	29.30	39.58	3.24	50.50
Smp_247860.1	1.79	0.11	12.37	1.08	0.46	0.53	0.42	0.33	0.40	0.33	0.37
Smp_247870.1	25.06	15.78	40.09	34.52	19.44	7.92	7.42	8.25	8.62	2.86	10.44
Smp_247880.1	4.39	6.67	3.96	3.05	5.45	8.03	7.36	6.37	6.27	4.94	5.29
Smp_247890.1	1.33	1.33	4.81	3.20	10.18	11.61	12.46	10.85	11.71	4.29	11.55
Smp_247890.2	0.69	0.77	2.97	1.86	1.40	4.45	3.25	3.10	2.97	0.68	2.09
Smp_247890.3	4.14	2.16	13.13	18.96	28.34	35.19	33.25	27.98	30.72	14.02	31.41
Smp_247920.1	1.27	0.39	2.78	0.60	9.68	2.23	0.00	1.95	3.50	0.00	0.00
Smp_247920.2	0.78	1.89	0.84	32.44	27.24	22.86	18.99	24.96	16.15	8.31	13.59
Smp_247930.1	0.42	0.00	0.46	7.81	0.57	0.00	0.47	0.25	0.00	0.52	0.00
Smp_247930.2	0.56	0.38	3.77	45.68	75.31	7.27	8.29	6.26	6.02	0.76	4.84
Smp_247940.1	4.90	3.65	23.84	70.18	57.57	20.37	21.96	18.19	20.51	4.06	23.85
Smp_247950.1	0.03	0.05	1.16	17.08	76.28	28.97	22.60	10.60	9.13	2.20	5.09
Smp_247980.1	2.24	3.57	0.59	4.77	16.41	40.98	37.48	23.92	22.87	24.09	13.15
Smp_247980.2	29.70	39.45	3.43	0.00	0.00	1.79	1.23	3.68	0.84	0.00	4.04
Smp_247990.1	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_248000.1	23.92	17.42	11.06	28.11	3.83	20.73	17.67	15.68	16.25	12.18	15.05
Smp_248010.1	4.06	10.15	7.32	34.85	110.97	114.52	123.70	92.36	106.64	31.53	126.61
Smp_248020.1	0.77	0.24	3.30	5.20	9.90	28.16	31.10	28.29	26.90	28.57	29.89
Smp_248030.1	29.88	33.80	81.43	168.94	305.78	268.29	244.06	280.59	312.43	108.08	333.64
Smp_248070.1	0.69	0.30	3.31	4.35	7.90	16.16	16.52	10.86	12.36	3.13	11.29
Smp_248080.1	9.76	9.61	22.76	24.34	39.49	11.35	9.68	7.76	7.63	1.86	6.44
Smp_248090.1	0.18	0.05	2.03	1.85	4.99	1.49	0.93	0.48	0.30	0.10	0.20
Smp_248100.1	0.11	0.03	0.05	0.11	0.00	2.09	0.00	0.00	0.44	3.65	3.56
Smp_248100.2	0.03	0.01	0.01	0.02	2.44	0.30	3.67	18.13	6.51	15.86	0.53
Smp_248110.1	20.57	19.62	49.37	51.25	63.51	32.13	24.51	26.53	24.36	12.91	19.20
Smp_248110.2	0.00	0.00	0.00	0.00	0.00	0.00	0.42	0.00	0.00	0.00	0.00
Smp_248120.1	1.31	1.19	5.44	6.83	9.14	11.88	10.89	7.50	7.33	5.39	7.51
Smp_248130.1	1.43	0.78	11.50	5.81	3.52	14.83	13.36	12.63	13.05	14.77	13.67
Smp_248140.1	247.35	201.53	232.09	289.19	284.68	200.81	189.91	135.21	135.99	80.29	160.76
Smp_248150.1	1.70	1.80	0.66	0.29	0.18	0.02	0.00	0.00	0.00	0.29	0.06
Smp_248150.2	0.00	0.00	0.07	0.99	0.41	0.04	0.04	0.13	0.11	0.03	0.15
Smp_248160.1	120.95	67.56	125.35	149.33	129.67	70.18	55.77	49.36	47.55	16.50	46.82
Smp_248170.1	680.49	903.58	110.21	88.80	201.81	141.28	130.13	121.23	97.52	134.11	84.91
Smp_248170.2	4.64	2.41	0.47	0.00	1.57	0.67	0.38	0.46	0.17	0.84	0.50
Smp_248180.1	0.64	0.62	1.08	7.14	9.80	5.93	6.73	5.61	5.46	3.57	5.45
Smp_248190.1	35.86	43.34	119.61	96.68	64.96	60.46	50.76	51.69	47.74	38.01	46.66
Smp_248200.1	0.96	1.01	1.31	1.78	2.97	1.67	1.85	1.27	1.21	1.25	1.08
Smp_266720.1	2.86	3.01	3.96	10.76	26.63	23.16	28.28	14.42	18.59	2.06	16.40
Smp_266720.2	0.04	0.04	0.10	0.49	0.85	0.38	0.54	0.27	0.30	0.02	0.24
Smp_266740.1	57.22	99.36	38.49	72.96	40.37	34.49	36.35	24.28	21.30	12.89	25.22
Smp_266750.1	2.71	1.73	80.14	305.73	79.32	46.78	27.54	38.53	27.78	8.17	23.60
Smp_266760.1	0.27	0.06	0.54	0.97	1.12	2.35	2.67	1.42	1.71	0.24	1.55
Smp_266770.1	6.10	4.68	14.60	40.39	56.46	21.97	21.03	17.31	19.31	3.93	19.44
Smp_266790.1	45.75	22.89	131.43	127.32	89.89	31.56	28.07	28.41	26.84	10.49	27.28
Smp_266800.1	69.00	84.28	25.40	15.04	12.24	8.26	7.63	6.22	5.63	4.20	8.73
Smp_266800.2	0.71	0.48	0.51	0.58	0.15	0.13	0.04	0.14	0.06	0.02	0.05
Smp_266800.3	69.00	84.28	25.40	15.04	12.24	8.26	7.63	6.22	5.63	4.20	8.73
Smp_266800.4	0.00	0.00	7.24	0.00	2.36	17.63	10.58	16.56	17.79	0.00	5.91
Smp_266800.5	1.08	1.18	1.75	3.05	3.68	3.62	2.68	3.34	3.05	0.47	1.56
Smp_266800.6	0.00	0.03	0.14	0.00	0.00	0.14	0.00	0.00	0.09	0.00	0.00
Smp_266800.7	49.58	102.83	0.24	0.26	0.19	0.76	0.26	0.55	0.13	0.05	0.20
Smp_266800.8	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.10	0.00	0.00	0.00
Smp_266810.1	3.82	1.44	4.97	6.95	3.99	3.31	2.63	3.21	3.21	1.12	1.43
Smp_266820.1	5.25	4.42	36.25	55.91	62.06	14.18	11.57	14.81	12.61	6.71	9.59
Smp_266820.2	0.09	0.00	1.84	0.78	3.01	0.23	0.37	0.24	0.30	0.00	0.42
Smp_266830.1	22.77	12.05	48.70	72.31	102.54	37.94	30.68	26.13	26.47	8.20	19.62
Smp_266830.2	4.83	3.45	9.65	37.70	29.37	7.84	4.83	6.70	4.31	2.31	9.52
Smp_266840.1	1.56	0.66	5.68	3.67	8.69	12.59	13.17	10.39	11.78	1.44	9.22
Smp_266840.2	0.91	0.76	2.12	0.00	0.00	0.58	0.00	0.00	0.30	0.05	0.22
Smp_266850.1	7.39	6.93	18.01	42.36	55.80	24.61	22.89	18.68	17.78	10.36	17.38
Smp_266870.1	6.11	5.46	9.88	23.21	80.79	93.34	101.58	80.01	84.84	35.89	77.88
Smp_266880.1	2.19	4.80	1.95	3.58	11.34	6.61	6.75	5.51	6.15	1.38	5.14
Smp_266890.1	105.80	60.27	77.62	251.44	185.42	117.04	128.79	123.29	120.58	109.95	125.48
Smp_266900.1	1.76	1.56	0.98	10.75	18.42	11.58	12.98	9.79	10.14	7.63	9.45
Smp_266920.1	1.93	3.21	16.46	72.72	55.30	38.21	57.08	29.35	39.94	4.56	49.45
Smp_266930.1	0.11	0.29	1.10	0.39	12.01	13.09	10.62	8.46	8.40	0.89	6.34
Smp_266930.2	0.08	0.22	0.00	4.14	3.97	1.91	3.94	2.15	2.56	0.70	1.92
Smp_266930.3	0.00	0.00	0.03	0.55	0.58	0.44	0.72	0.26	0.51	0.03	0.29
Smp_266930.4	0.01	0.02	0.09	0.08	0.04	0.03	0.05	0.02	0.05	0.00	0.03
Smp_266940.1	0.00	0.02	4.55	10.55	20.30	13.46	14.67	8.34	11.28	2.41	9.84
Smp_266960.1	0.03	0.03	0.18	0.24	0.37	0.37	0.40	0.40	0.59	0.04	0.25
Smp_266960.2	0.10	0.64	1.61	6.01	14.82	16.23	22.05	21.43	29.84	1.43	21.58
Smp_266980.1	11.31	10.28	12.09	9.22	8.51	10.09	13.02	10.34	12.97	5.38	12.17
Smp_267000.1	291.86	140.27	511.03	809.39	712.06	737.08	705.19	750.46	831.12	488.21	843.45
Smp_267010.1	1.18	0.56	8.29	42.19	54.35	14.67	15.84	12.35	11.85	2.77	11.78
Smp_267020.1	4.52	8.86	9.97	6.27	9.63	21.41	21.94	18.41	20.58	8.78	18.82
Smp_267040.1	190.20	244.60	116.94	97.65	96.67	69.89	61.73	42.85	37.83	51.62	52.53
Smp_267060.1	4.48	6.01	7.84	7.57	14.24	16.56	14.76	14.22	13.21	10.87	13.05
Smp_267070.1	0.39	0.14	3.13	0.42	1.98	10.27	8.66	9.78	11.45	1.94	8.09
Smp_267080.1	0.44	0.02	0.19	0.65	1.13	35.74	47.02	41.96	49.52	8.37	42.30
Smp_267090.1	26.55	55.10	83.41	59.92	29.08	63.23	65.32	66.55	77.66	13.51	80.47
Smp_267100.1	1.09	1.14	20.52	57.56	39.59	49.05	38.40	40.90	42.62	51.72	32.55
Smp_267100.2	85.20	112.11	74.63	90.98	181.02	84.88	68.36	64.36	48.72	35.84	59.85
Smp_267100.3	3.00	4.36	12.61	25.87	21.77	6.72	6.84	6.02	4.18	0.85	2.72
Smp_267100.4	3.34	4.75	2.51	9.33	1.98	3.06	0.68	2.27	4.80	0.00	0.61
Smp_267110.1	2.69	2.46	4.22	3.43	2.77	1.41	1.33	0.95	1.02	1.13	1.00
Smp_267110.2	0.28	0.12	2.70	3.92	1.82	2.21	1.58	2.12	1.74	0.61	1.12
Smp_267120.1	5.27	10.34	7.84	11.95	18.95	24.75	25.48	19.68	18.60	17.78	20.32
Smp_267130.1	0.16	0.03	4.67	2.73	1.73	3.71	2.72	2.41	3.30	0.77	3.35
Smp_267130.2	0.29	0.09	1.09	0.15	0.35	7.36	6.23	4.80	4.82	1.76	6.19
Smp_267140.1	17.76	28.39	26.62	72.19	109.62	115.69	105.96	91.23	98.93	71.36	111.73
Smp_267140.2	7.35	15.23	28.25	14.71	13.92	24.89	23.66	21.55	19.56	2.63	12.06
Smp_267170.1	11.19	9.48	16.35	22.68	22.10	23.86	24.00	25.91	28.90	13.33	31.02
Smp_267180.1	0.20	0.58	1.20	1.43	0.55	0.60	0.50	0.56	0.63	0.62	0.28
Smp_267180.2	0.12	0.00	0.00	1.16	5.55	5.18	4.36	6.43	4.56	3.93	4.49
Smp_267180.3	0.00	0.00	0.20	0.64	0.33	0.29	0.22	0.27	0.06	0.00	0.27
Smp_267190.1	0.31	0.34	6.00	4.23	4.11	5.03	4.23	4.69	5.78	1.10	4.31
Smp_267210.1	0.78	0.59	1.44	11.55	15.68	63.79	84.07	45.77	57.21	13.02	67.71
Smp_267220.1	6.78	5.29	12.34	18.59	14.32	7.28	6.70	5.30	5.14	1.81	3.98
Smp_267230.1	3.69	3.12	3.72	13.51	14.95	15.09	15.36	11.78	12.50	11.71	15.44
Smp_267240.1	15.53	19.28	25.78	80.62	171.98	50.30	49.38	43.14	46.19	26.89	66.04
Smp_267240.2	2.18	1.90	6.94	13.55	19.94	3.68	2.49	2.00	1.56	0.38	0.99
Smp_267250.1	0.71	0.72	2.81	4.76	7.80	6.06	6.82	5.39	5.79	3.21	6.62
Smp_267270.1	2.48	1.01	7.23	1.42	2.93	27.24	43.02	36.42	51.86	6.23	55.44
Smp_267270.2	0.00	0.04	0.00	0.00	0.00	2.68	3.38	2.12	3.06	0.00	4.25
Smp_267280.1	13.86	14.39	8.88	11.01	13.22	11.38	15.73	9.69	11.61	6.73	12.17
Smp_267300.1	3.08	2.02	6.14	13.64	12.47	9.69	7.49	6.83	7.07	2.81	5.61
Smp_267310.1	6.66	7.19	10.29	15.79	15.02	18.09	18.49	16.23	17.01	8.55	17.45
Smp_267320.1	8.53	11.04	61.66	76.83	67.01	16.49	13.41	12.06	12.12	3.33	9.51
Smp_300070.1	0.90	1.31	333.10	1474.71	1595.46	292.07	293.14	163.72	229.44	33.96	238.91
Smp_300080.1	0.16	0.00	1550.02	4859.98	4417.39	577.40	650.93	373.50	493.56	66.63	517.60
Smp_300090.1	1.26	0.32	1.95	3.54	5.00	3.11	3.40	1.88	2.16	0.13	1.79
Smp_300140.1	0.12	0.24	0.06	0.71	2.16	0.41	0.39	0.77	0.66	0.71	0.78
Smp_300150.1	0.08	0.45	0.30	0.48	2.25	0.33	0.17	0.60	0.58	0.18	0.66
Smp_300190.1	0.00	0.00	147.85	249.02	356.79	31.65	37.46	62.25	63.72	5.72	130.75
Smp_300200.1	1.75	1.25	3.12	12.76	21.68	14.83	14.29	10.21	9.04	6.68	11.21
Smp_300210.1	0.44	0.31	0.66	3.14	1.22	2.00	1.66	1.02	0.47	0.91	0.57
Smp_300220.1	13.21	5.30	17.65	156.89	71.58	31.51	30.57	19.74	19.39	7.87	22.78
Smp_300310.1	0.01	0.02	0.60	0.06	1.93	12.18	21.02	15.89	23.39	1.54	18.97
Smp_300360.1	2.28	0.76	25.74	11.89	35.56	13.79	11.16	11.92	11.09	1.42	6.02
Smp_300370.1	0.02	0.00	24.76	7.39	5.73	0.39	0.19	0.25	0.17	0.03	0.11
Smp_300380.1	0.22	0.38	0.96	2.22	14.05	2.14	2.52	2.68	2.29	5.23	2.28
Smp_300380.2	0.71	0.31	0.74	8.34	15.41	2.19	1.78	1.29	0.96	2.04	1.17
Smp_300390.1	9.81	5.09	8.44	9.08	11.80	8.60	6.82	6.10	4.87	3.59	5.56
Smp_300390.2	0.00	0.23	1.37	0.48	0.64	0.55	0.00	0.83	0.73	0.00	0.00
Smp_300390.3	0.00	0.00	0.00	0.00	0.06	0.10	0.00	0.00	0.00	0.00	0.00
Smp_300410.1	1.25	2.67	12.66	1.19	2.66	0.00	0.24	0.47	0.88	0.00	0.00
Smp_300440.1	52.17	54.94	38.37	46.64	38.18	52.60	67.90	39.68	49.44	17.79	38.77
Smp_300450.1	48.54	38.68	39.67	32.14	28.38	22.85	30.01	17.78	23.67	8.50	18.63
Smp_300470.1	3.95	2.35	7.75	30.01	17.11	6.05	3.09	5.30	7.27	4.77	7.02
Smp_300490.1	0.38	0.30	1.75	3.15	1.87	2.58	2.56	2.05	2.02	1.18	2.10
Smp_300500.1	0.09	0.03	0.24	0.60	1.36	1.48	1.45	1.54	1.84	0.57	2.63
Smp_300560.1	0.07	0.03	0.16	0.54	0.52	0.39	0.49	0.51	0.64	0.09	0.82
Smp_300570.1	0.39	0.06	0.12	0.52	0.09	0.82	0.56	0.76	0.57	0.26	0.38
Smp_300580.1	8.50	4.47	46.90	9.34	25.88	30.49	22.81	11.60	9.56	5.80	6.32
Smp_300710.1	0.01	0.00	3.07	10.58	9.82	0.16	0.00	0.15	0.18	0.05	0.23
Smp_300710.2	0.00	0.00	0.09	0.07	1.17	0.00	0.19	0.00	0.00	0.00	0.00
Smp_300720.1	0.03	0.04	1.14	23.03	30.22	7.28	8.99	5.06	6.23	0.74	5.62
Smp_300770.1	0.60	1.86	0.69	0.48	2.64	2.76	3.05	1.86	1.66	0.77	1.81
Smp_300790.1	0.46	0.12	3.67	2.04	8.01	14.05	9.23	8.25	9.07	0.91	12.24
Smp_300810.1	24.42	29.05	15.63	12.07	13.53	26.84	19.47	17.65	13.11	12.71	11.29
Smp_300840.1	3.45	0.27	11.30	37.16	23.70	12.15	10.52	6.06	6.39	0.26	3.48
Smp_300840.2	0.13	4.27	0.28	2.46	2.80	4.95	4.28	3.05	2.45	1.00	1.89
Smp_300840.3	2.37	1.12	2.90	5.78	4.04	1.31	0.94	0.54	0.79	0.02	0.31
Smp_300910.1	22.78	23.26	42.09	51.46	46.55	0.16	0.22	0.28	0.24	0.02	0.12
Smp_300910.2	4.14	4.83	16.75	29.95	25.51	5.11	3.71	3.67	3.89	0.37	2.16
Smp_300910.3	0.09	0.05	1.67	5.54	1.81	0.53	1.10	0.21	0.44	0.24	0.50
Smp_300920.1	0.00	0.13	0.00	0.40	0.04	0.10	0.00	0.00	0.10	0.00	0.00
Smp_300920.2	0.99	1.14	18.41	134.61	176.03	15.61	18.88	12.49	15.86	2.20	16.60
Smp_300920.3	1.89	2.18	8.03	26.74	39.41	12.24	9.41	9.10	9.07	3.49	6.80
Smp_300940.1	2.31	3.57	3.56	7.00	18.53	13.72	12.58	10.08	12.16	1.78	9.75
Smp_300990.1	0.18	0.00	131.04	480.08	283.67	85.40	97.99	104.59	130.45	30.47	165.06
Smp_301040.1	83.66	88.05	59.21	127.43	192.20	106.71	110.57	106.46	126.14	29.90	121.84
Smp_301050.1	0.00	0.13	0.32	2.77	1.71	4.55	5.66	4.02	4.93	1.03	6.51
Smp_301050.2	0.95	0.05	0.95	3.13	0.37	0.48	0.23	0.29	0.35	0.01	0.12
Smp_301160.1	39.53	27.12	127.29	166.69	134.67	38.95	32.13	31.78	28.12	14.18	21.84
Smp_301170.1	0.41	0.24	13.29	11.08	12.30	1.75	2.48	1.49	2.05	0.60	3.27
Smp_301170.2	0.56	0.17	0.00	0.00	0.00	0.72	0.00	1.00	1.70	0.77	0.64
Smp_301170.3	0.07	0.08	9.12	0.35	0.00	0.46	0.39	0.84	0.55	0.04	0.38
Smp_301180.1	0.23	0.11	14.77	2.80	3.41	0.57	0.19	0.80	0.66	0.11	0.26
Smp_301180.2	0.43	0.18	3.61	0.20	2.74	0.89	1.53	1.03	1.14	1.10	1.25
Smp_301180.3	0.11	0.07	0.00	0.28	0.00	0.00	0.09	0.00	0.01	0.00	0.00
Smp_301250.1	35.19	23.77	78.25	82.44	104.10	36.00	35.50	44.89	42.89	25.41	53.46
Smp_301250.2	22.81	18.98	42.32	83.07	25.14	50.93	47.68	48.10	50.23	32.13	59.92
Smp_301260.1	5.80	3.79	21.21	17.29	14.65	15.56	14.22	15.36	15.06	9.47	16.50
Smp_301290.1	145.53	112.36	202.99	131.40	137.33	278.76	200.07	159.32	120.67	92.21	222.53
Smp_301310.1	0.01	0.00	0.02	0.11	0.01	0.01	0.02	0.03	0.01	0.14	0.01
Smp_301320.1	27.84	140.32	28.74	41.85	95.32	82.16	76.84	78.65	72.93	45.31	61.98
Smp_301330.1	2.84	2.12	4.93	1.27	0.59	2.22	0.16	1.43	0.30	3.40	0.01
Smp_301340.1	0.27	1.13	71.77	104.66	219.45	194.36	145.71	119.18	132.78	71.51	73.14
Smp_301420.1	1.12	1.06	6.03	8.70	28.90	35.36	47.61	33.73	47.85	4.10	51.87
Smp_301430.1	0.43	0.66	0.49	1.48	1.81	11.15	7.21	13.43	11.71	16.16	13.49
Smp_301430.2	0.52	0.36	2.62	5.18	66.69	164.02	105.98	235.64	215.55	143.96	250.10
Smp_301530.1	0.03	0.25	4.77	0.22	0.00	0.00	0.02	0.00	0.00	0.00	0.00
Smp_301530.2	0.12	0.13	7.91	0.58	0.15	0.01	0.00	0.00	0.02	0.00	0.00
Smp_301550.1	0.00	0.00	0.99	0.61	0.49	1.99	10.60	11.84	20.36	0.04	27.64
Smp_301560.1	0.34	0.11	2.11	0.85	1.07	7.09	5.35	4.28	4.62	2.28	4.90
Smp_301560.2	0.03	0.03	0.17	0.22	0.11	0.78	0.50	0.37	0.38	0.25	0.22
Smp_301560.3	0.20	0.21	5.23	2.27	2.59	7.23	3.93	5.55	5.10	0.57	4.54
Smp_301570.1	0.13	0.22	1.23	0.51	1.12	2.61	1.91	1.94	1.58	0.18	0.64
Smp_301570.2	0.14	0.00	2.38	1.56	1.49	3.22	3.05	2.03	2.41	0.43	2.37
Smp_301580.1	3.62	1.89	2.14	8.80	5.51	4.10	5.71	4.24	5.58	1.69	5.96
Smp_301600.1	0.50	0.86	3.33	2.22	3.69	5.40	6.53	5.00	4.77	3.09	3.24
Smp_301600.2	0.90	1.45	5.65	3.83	5.95	6.79	5.03	4.79	5.78	1.40	2.87
Smp_301610.1	6.55	7.95	13.54	84.93	47.28	15.19	20.04	6.21	5.34	7.42	14.50
Smp_301620.1	511.49	610.39	171.46	282.02	298.54	437.41	484.35	370.46	424.59	246.30	436.13
Smp_301660.1	0.40	0.26	0.18	0.54	3.53	4.22	5.83	4.93	5.68	0.89	7.88
Smp_301670.1	3.15	2.32	6.61	9.06	5.77	6.49	5.68	5.71	5.74	2.33	5.04
Smp_301730.1	3.16	2.77	11.37	11.80	24.03	56.74	62.84	49.51	59.73	13.71	55.40
Smp_301740.1	0.13	0.26	3.80	3.96	0.94	0.16	0.10	0.10	0.11	0.02	0.04
Smp_301780.1	26.63	24.32	49.94	93.34	107.20	58.76	46.09	39.49	34.09	21.01	37.10
Smp_301790.1	0.20	0.02	1.02	2.24	0.37	0.24	0.23	0.03	0.05	0.01	0.12
Smp_301790.2	0.47	0.00	0.87	0.23	0.25	0.02	0.00	0.01	0.00	0.00	0.00
Smp_301790.3	0.47	0.12	0.84	3.63	0.14	0.12	0.18	0.02	0.08	0.01	0.06
Smp_301800.1	1.28	0.36	5.19	10.80	29.07	8.72	5.87	3.01	2.94	0.39	1.99
Smp_301920.1	0.46	0.06	2.61	11.89	12.60	1.39	2.32	1.63	3.62	0.72	10.46
Smp_301980.1	4.40	2.53	6.38	6.10	11.13	15.26	7.71	14.56	16.94	10.41	19.08
Smp_301990.1	0.63	0.45	3.34	3.41	9.47	22.55	16.64	17.24	14.73	2.68	12.23
Smp_301990.2	0.08	0.03	0.95	0.49	1.26	0.84	0.76	0.91	0.84	0.23	0.47
Smp_302020.1	0.04	0.06	0.08	2.48	0.67	0.15	0.20	0.05	0.08	0.01	0.08
Smp_302030.1	0.03	0.05	0.15	0.70	0.32	0.05	0.04	0.04	0.04	0.00	0.02
Smp_302040.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_302040.2	0.51	0.45	2.16	4.10	4.58	0.43	0.37	0.50	0.52	0.04	0.34
Smp_302040.3	0.26	0.50	2.22	3.51	9.49	0.54	0.22	0.34	0.49	0.01	0.15
